iter	Passed	Remaining
329	31837	83934
330	31924	83814
331	32027	83734
332	32110	83603
333	32195	83476
334	32285	83362
335	32371	83240
336	32454	83110
337	32542	82994
338	32632	82881
339	32723	82770
340	32808	82645
341	32893	82522
342	32998	82446
343	33085	82328
344	33174	82215
345	33264	82103
346	33351	81984
347	33439	81870
348	33533	81768
349	33625	81662
350	33718	81558
351	33824	81485
352	33909	81363
353	33999	81252
354	34079	81119
355	34167	81004
356	34251	80878
357	34339	80763
358	34423	80640
359	34517	80540
360	34599	80413
361	34684	80290
362	34769	80170
363	34850	80040
364	34935	79920
365	35029	79820
366	35115	79704
367	35204	79593
368	35289	79473
369	35380	79367
370	35463	79242
371	35546	79119
372	35633	79005
373	35709	78867
374	35797	78754
375	35883	78637
376	35973	78530
377	36060	78416
378	36150	78310
379	36232	78185
380	36323	78081
381	36408	77964
382	36485	77828
383	36565	77702
384	36651	77586
385	36743	77484
386	36833	77378
387	36923	77271
388	37017	77174
389	37102	77058
390	37185	76939
391	37271	76824
392	37372	76741
393	37463	76639
394	37544	76515
395	37636	76414
396	37717	76290
397	37803	76177
398	37889	76063
399	37982	75965
400	38069	75853
401	38160	75752
402	38236	75618
403	38326	75514
404	38411	75399
405	38497	75288
406	38571	75153
407	38657	75040
408	38746	74934
409	38822	74803
410	38924	74724
411	39019	74628
412	39098	74505
413	39181	74388
414	39273	74289
415	39353	74167
416	39442	74061
417	39529	73953
418	39616	73844
419	39701	73731
420	39786	73620
421	39876	73517
422	39967	73416
423	40053	73304
424	40137	73192
425	40225	73086
426	40297	72950
427	40367	72812
428	40449	72695
429	40524	72566
430	40607	72453
431	40723	72397
432	40813	72295
433	40904	72196
434	40994	72092
435	41082	71989
436	41173	71889
437	41265	71790
438	41353	71686
439	41433	71567
440	41524	71467
441	41608	71356
442	41691	71243
443	41771	71124
444	41861	71024
445	41948	70917
446	42035	70811
447	42113	70690
448	42199	70582
449	42282	70470
450	42372	70369
451	42458	70262
452	42547	70160
453	42634	70055
454	42721	69950
455	42795	69824
456	42892	69735
457	42986	69642
458	43074	69538
459	43155	69424
460	43243	69321
461	43330	69216
462	43423	69120
463	43508	69013
464	43584	68891
465	43670	68785
466	43790	68733
467	43945	68735
468	44320	69079
469	44550	69195
470	44654	69115
471	44764	69043
472	44882	68983
473	45017	68951
474	45165	68936
475	45294	68893
476	45402	68818
477	45500	68727
478	45603	68643
479	45713	68570
480	45826	68501
481	45948	68445
482	46088	68416
483	46191	68333
484	46280	68227
485	46357	68105
486	46461	68022
487	46534	67894
488	46613	67774
489	46699	67666
490	46785	67557
491	46883	67466
492	46975	67366
493	47063	67260
494	47147	67149
495	47231	67037
496	47326	66942
497	47400	66818
498	47488	66712
499	47571	66599
500	47642	66471
501	47727	66362
502	47817	66259
503	47905	66155
504	48000	66060
505	48086	65952
506	48168	65839
507	48251	65728
508	48341	65627
509	48432	65526
510	48520	65421
511	48604	65312
512	48705	65225
513	48795	65124
514	48888	65026
515	48978	64924
516	49073	64829
517	49166	64732
518	49246	64618
519	49327	64505
520	49417	64404
521	49501	64295
522	49590	64192
523	49667	64074
524	49751	63965
525	49837	63859
526	49927	63759
527	49993	63628
528	50083	63527
529	50165	63416
530	50257	63319
531	50345	63216
532	50432	63111
533	50526	63016
534	50612	62910
535	50699	62807
536	50775	62689
537	50866	62590
538	50948	62480
539	51032	62373
540	51116	62265
541	51212	62172
542	51294	62063
543	51377	61955
544	51465	61852
545	51548	61745
546	51637	61644
547	51719	61534
548	51795	61418
549	51880	61313
550	51975	61219
551	52056	61110
552	52146	61010
553	52233	60907
554	52315	60799
555	52401	60694
556	52484	60588
557	52577	60492
558	52655	60379
559	52743	60278
560	52831	60177
561	52941	60100
562	53030	60001
563	53122	59903
564	53201	59792
565	53285	59687
566	53373	59586
567	53457	59480
568	53545	59379
569	53628	59273
570	53715	59172
571	53798	59065
572	53885	58963
573	53969	58858
574	54052	58752
575	54127	58638
576	54213	58536
577	54295	58428
578	54386	58331
579	54458	58213
580	54543	58110
581	54629	58008
582	54714	57905
583	54799	57802
584	54889	57704
585	54978	57605
586	55061	57500
587	55148	57399
588	55237	57300
589	55315	57191
590	55398	57085
591	55480	56980
592	55566	56878
593	55649	56773
594	55729	56665
595	55815	56564
596	55906	56467
597	55994	56369
598	56075	56262
599	56156	56156
600	56240	56053
601	56326	55952
602	56401	55840
603	56486	55738
604	56571	55636
605	56657	55536
606	56740	55432
607	56847	55351
608	56924	55242
609	57015	55146
610	57103	55047
611	57198	54955
612	57281	54851
613	57365	54749
614	57450	54648
615	57532	54543
616	57620	54445
617	57704	54342
618	57795	54247
619	57885	54150
620	57970	54049
621	58055	53948
622	58138	53846
623	58226	53747
624	58310	53645
625	58402	53551
626	58484	53447
627	58570	53347
628	58654	53245
629	58751	53156
630	58835	53054
631	58931	52963
632	59018	52865
633	59108	52769
634	59191	52666
635	59282	52571
636	59370	52473
637	59451	52369
638	59523	52257
639	59616	52164
640	59707	52069
641	59795	51971
642	59885	51875
643	59968	51774
644	60045	51666
645	60134	51570
646	60223	51473
647	60317	51381
648	60403	51282
649	60499	51191
650	60587	51094
651	60660	50985
652	60752	50890
653	60843	50795
654	60932	50699
655	61010	50594
656	61100	50498
657	61187	50400
658	61272	50301
659	61357	50201
660	61442	50101
661	61520	49997
662	61610	49901
663	61694	49801
664	61781	49703
665	61864	49603
666	61945	49500
667	62031	49402
668	62120	49306
669	62204	49206
670	62288	49106
671	62371	49006
672	62463	48912
673	62550	48815
674	62630	48712
675	62698	48600
676	62787	48504
677	62877	48410
678	62969	48316
679	63062	48223
680	63142	48121
681	63228	48023
682	63313	47925
683	63406	47832
684	63467	47716
685	63565	47627
686	63640	47522
687	63729	47426
688	63815	47329
689	63904	47233
690	63992	47137
691	64069	47033
692	64151	46933
693	64240	46838
694	64334	46746
695	64421	46649
696	64512	46556
697	64597	46458
698	64683	46360
699	64772	46265
700	64866	46174
701	64951	46076
702	65032	45976
703	65108	45871
704	65196	45776
705	65285	45681
706	65371	45584
707	65452	45483
708	65529	45380
709	65603	45275
710	65693	45181
711	65787	45090
712	65876	44995
713	65939	44883
714	66017	44781
715	66099	44681
716	66186	44585
717	66268	44486
718	66342	44382
719	66434	44289
720	66509	44185
721	66597	44091
722	66686	43996
723	66786	43909
724	66868	43810
725	66957	43715
726	67047	43622
727	67139	43530
728	67226	43434
729	67311	43337
730	67430	43262
731	67532	43176
732	67615	43078
733	67780	43032
734	67854	42928
735	67926	42823
736	67998	42718
737	68094	42628
738	68185	42535
739	68267	42436
740	68350	42338
741	68427	42236
742	68511	42139
743	68604	42048
744	68719	41969
745	68825	41885
746	68942	41808
747	69050	41725
748	69138	41631
749	69240	41544
750	69364	41471
751	69455	41377
752	69557	41291
753	69665	41208
754	69753	41112
755	69857	41027
756	69979	40952
757	70062	40854
758	70134	40749
759	70212	40649
760	70337	40576
761	70435	40486
762	70520	40389
763	70609	40295
764	70695	40199
765	70805	40116
766	70926	40040
767	71017	39947
768	71100	39849
769	71186	39753
770	71278	39660
771	71382	39574
772	71493	39492
773	71576	39394
774	71667	39301
775	71757	39207
776	71837	39108
777	71921	39011
778	72024	38924
779	72143	38846
780	72238	38755
781	72316	38654
782	72388	38551
783	72456	38446
784	72548	38353
785	72628	38254
786	72704	38153
787	72814	38070
788	72921	37985
789	73001	37886
790	73088	37791
791	73168	37692
792	73250	37595
793	73338	37500
794	73422	37403
795	73501	37304
796	73600	37215
797	73693	37123
798	73771	37024
799	73863	36931
800	73947	36835
801	74028	36737
802	74114	36642
803	74204	36548
804	74290	36453
805	74384	36361
806	74460	36261
807	74548	36167
808	74637	36073
809	74729	35980
810	74807	35881
811	74895	35787
812	74976	35689
813	75065	35596
814	75142	35496
815	75228	35401
816	75319	35308
817	75403	35212
818	75479	35113
819	75562	35016
820	75646	34921
821	75738	34828
822	75818	34730
823	75921	34644
824	76011	34550
825	76091	34453
826	76173	34356
827	76256	34260
828	76342	34165
829	76429	34070
830	76518	33977
831	76599	33880
832	76687	33786
833	76774	33692
834	76863	33599
835	76942	33501
836	77013	33400
837	77100	33306
838	77183	33209
839	77266	33114
840	77346	33016
841	77431	32922
842	77523	32830
843	77614	32738
844	77694	32640
845	77793	32551
846	77876	32456
847	77960	32360
848	78051	32268
849	78131	32171
850	78215	32076
851	78305	31983
852	78384	31886
853	78462	31789
854	78550	31695
855	78631	31599
856	78719	31506
857	78809	31413
858	78894	31319
859	78979	31224
860	79060	31128
861	79144	31033
862	79225	30937
863	79313	30844
864	79389	30746
865	79474	30651
866	79559	30557
867	79658	30468
868	79759	30380
869	79843	30285
870	79924	30189
871	80007	30094
872	80092	30000
873	80175	29905
874	80261	29811
875	80344	29716
876	80433	29623
877	80514	29528
878	80608	29437
879	80693	29343
880	80786	29251
881	80868	29156
882	80954	29062
883	81035	28967
884	81125	28875
885	81208	28780
886	81292	28686
887	81371	28589
888	81456	28495
889	81543	28402
890	81636	28311
891	81726	28219
892	81806	28123
893	81894	28030
894	81978	27936
895	82062	27842
896	82140	27746
897	82234	27655
898	82311	27559
899	82387	27462
900	82460	27364
901	82546	27271
902	82630	27177
903	82725	27087
904	82804	26991
905	82887	26897
906	82969	26802
907	83048	26707
908	83134	26614
909	83239	26526
910	83351	26441
911	83479	26361
912	83597	26278
913	83704	26191
914	83817	26106
915	83919	26018
916	84011	25927
917	84099	25834
918	84188	25742
919	84276	25649
920	84367	25557
921	84456	25465
922	84540	25371
923	84624	25277
924	84712	25184
925	84803	25093
926	84901	25003
927	84986	24909
928	85077	24817
929	85163	24724
930	85250	24631
931	85337	24539
932	85418	24444
933	85508	24352
934	85600	24261
935	85694	24170
936	85793	24080
937	85908	23995
938	86030	23912
939	86144	23827
940	86281	23748
941	86403	23664
942	86551	23588
943	86654	23499
944	86762	23411
945	86874	23325
946	86967	23234
947	87072	23145
948	87188	23060
949	87313	22977
950	87428	22891
951	87556	22808
952	87688	22727
953	87813	22643
954	87938	22560
955	88058	22475
956	88162	22386
957	88270	22297
958	88398	22214
959	88529	22132
960	88647	22046
961	88736	21953
962	88827	21860
963	88913	21767
964	88998	21673
965	89082	21578
966	89163	21484
967	89251	21390
968	89341	21298
969	89432	21205
970	89513	21110
971	89617	21021
972	89699	20926
973	89776	20831
974	89870	20739
975	89958	20646
976	90049	20553
977	90128	20458
978	90223	20367
979	90311	20273
980	90395	20180
981	90476	20085
982	90568	19993
983	90641	19897
984	90735	19805
985	90814	19710
986	90899	19616
987	90997	19525
988	91072	19430
989	91306	19368
990	91391	19274
991	91475	19180
992	91563	19087
993	91650	18993
994	91731	18899
995	91810	18804
996	91884	18708
997	91968	18614
998	92045	18519
999	92123	18424
1000	92209	18331
1001	92296	18238
1002	92382	18144
1003	92461	18050
1004	92548	17957
1005	92621	17861
1006	92712	17769
1007	92795	17675
1008	92871	17580
1009	92954	17486
1010	93058	17396
1011	93145	17303
1012	93228	17210
1013	93313	17116
1014	93399	17023
1015	93477	16929
1016	93564	16836
1017	93658	16744
1018	93739	16650
1019	93826	16557
1020	93907	16463
1021	93987	16369
1022	94063	16274
1023	94143	16180
1024	94233	16088
1025	94320	15995
1026	94404	15902
1027	94491	15809
1028	94568	15715
1029	94660	15623
1030	94758	15532
1031	94848	15440
1032	94926	15346
1033	95009	15252
1034	95087	15158
1035	95169	15065
1036	95250	14971
1037	95342	14880
1038	95430	14787
1039	95514	14694
1040	95594	14600
1041	95691	14509
1042	95778	14417
1043	95855	14323
1044	95942	14230
1045	96026	14137
1046	96095	14042
1047	96177	13949
1048	96258	13856
1049	96347	13763
1050	96431	13671
1051	96517	13578
1052	96601	13485
1053	96685	13392
1054	96766	13299
1055	96840	13205
1056	96929	13113
1057	97009	13020
1058	97083	12926
1059	97166	12833
1060	97253	12740
1061	97337	12648
1062	97421	12555
1063	97494	12461
1064	97579	12369
1065	97661	12276
1066	97744	12183
1067	97829	12091
1068	97914	11998
1069	98002	11906
1070	98085	11814
1071	98170	11721
1072	98252	11629
1073	98335	11536
1074	98435	11445
1075	98511	11352
1076	98597	11260
1077	98688	11168
1078	98770	11076
1079	98861	10984
1080	98944	10892
1081	99030	10799
1082	99111	10707
1083	99199	10615
1084	99277	10522
1085	99363	10430
1086	99439	10337
1087	99525	10245
1088	99601	10152
1089	99682	10059
1090	99769	9967
1091	99853	9875
1092	99936	9783
1093	100016	9690
1094	100092	9597
1095	100179	9506
1096	100253	9413
1097	100334	9320
1098	100416	9228
1099	100501	9136
1100	100585	9044
1101	100665	8952
1102	100756	8860
1103	100837	8768
1104	100912	8675
1105	100994	8583
1106	101077	8491
1107	101161	8399
1108	101238	8307
1109	101320	8215
1110	101396	8122
1111	101474	8030
1112	101566	7939
1113	101656	7847
1114	101741	7756
1115	101827	7664
1116	101904	7572
1117	101982	7479
1118	102058	7387
1119	102160	7297
1120	102239	7205
1121	102316	7112
1122	102400	7021
1123	102487	6929
1124	102577	6838
1125	102664	6747
1126	102754	6655
1127	102834	6563
1128	102912	6471
1129	102993	6380
1130	103069	6288
1131	103144	6195
1132	103228	6104
1133	103310	6012
1134	103416	5922
1135	103500	5830
1136	103585	5739
1137	103667	5647
1138	103750	5556
1139	103830	5464
1140	103918	5373
1141	103996	5281
1142	104069	5189
1143	104143	5097
1144	104224	5006
1145	104306	4914
1146	104381	4823
1147	104465	4731
1148	104551	4640
1149	104642	4549
1150	104730	4458
1151	104813	4367
1152	104907	4276
1153	104987	4184
1154	105066	4093
1155	105139	4001
1156	105215	3910
1157	105294	3818
1158	105385	3728
1159	105466	3636
1160	105548	3545
1161	105638	3454
1162	105714	3363
1163	105791	3271
1164	105881	3181
1165	105960	3089
1166	106043	2998
1167	106129	2907
1168	106217	2816
1169	106298	2725
1170	106381	2634
1171	106458	2543
1172	106541	2452
1173	106635	2361
1174	106708	2270
1175	106802	2179
1176	106886	2088
1177	106979	1997
1178	107057	1906
1179	107143	1815
1180	107222	1725
1181	107312	1634
1182	107385	1543
1183	107473	1452
1184	107556	1361
1185	107650	1270
1186	107733	1179
1187	107803	1088
1188	107884	998
1189	107976	907
1190	108060	816
1191	108138	725
1192	108219	634
1193	108304	544
1194	108389	453
1195	108474	362
1196	108551	272
1197	108636	181
1198	108715	90
1199	108802	0
